"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"12/03/2009","Transfer from CD","Internet Banking Transfer Deposit 000153559713075","4000.00","credit","Transfer","Personal","",""
"12/03/2009","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","37.56","credit","Income","CD","",""
"12/03/2009","Transfer to Personal","Internet Banking Transfer Withdrawal 000153556271499","4000.00","debit","Transfer","CD","",""
"12/02/2009","Red Robin","Visa Purchase (Non-pin) Red Robin #12 Seattle Wa","39.22","debit","Restaurants","Personal","",""
"12/02/2009","Check 5506","Check   view-5506","1000.00","debit","Check","Personal","",""
"12/02/2009","Check 5515","Check   view-5515","179.90","debit","Check","Personal","",""
"12/02/2009","Bkcd Processing","Electronic Withdrawal Bkcd Processing","12.58","debit","Business Services","CD","",""
"12/02/2009","Payment Gateway","Electronic Withdrawal Authnet Gateway","51.00","debit","Business Services","CD","",""
"12/02/2009","Media Temple","Visa Purchase (Non-pin) Media Temple 877-578-4000ca","52.00","debit","Business Services","CD","",""
"12/02/2009","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","38.15","credit","Income","CD","",""
"12/02/2009","Check 5049","Check   view-5049","151.50","debit","Check","CD","",""
"12/01/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","28.81","debit","Shopping","Personal","",""
"12/01/2009","Arco","Purchase With Pin Arco Paypoint Seattle Wa","48.64","debit","Gas & Fuel","Personal","",""
"12/01/2009","McDonald's","Visa Purchase (Non-pin) Mcdonald's F1022shoreline Wa","17.78","debit","Fast Food","Personal","",""
"12/01/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","46.80","debit","Shopping","Personal","",""
"12/01/2009","Bank Of America","Web Authorized Pmt Bank Of America","300.00","debit","Car Payment","Personal","",""
"12/01/2009","Check 5513","Check   view-5513","200.00","debit","Check","Personal","",""
"12/01/2009","Tic TAC","Visa Purchase (Non-pin) Pho Tic Tac Seattle Wa","17.65","debit","Restaurants","Personal","",""
"12/01/2009","Check 1027","Check   view-1027","124.00","debit","Check","CD","",""
"12/01/2009","Shane","Visa Purchase (Non-pin) Shane Co 0008 Lynnwood Wa","550.00","debit","Clothing","CD","",""
"11/30/2009","Paid Storage","Google *paid Storage Google.com/ch Ca","20.00","debit","Uncategorized","Personal CC1","",""
"11/30/2009","Home Depot","Purchase With Pin Sou The Home Depseattle Wa","58.71","debit","Home Improvement","Personal","",""
"11/30/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","214.63","debit","Shopping","Personal","",""
"11/30/2009","Barnes & Noble","Purchase With Pin Barnesnoble 301 Seattle Wa","2.46","debit","Books","Personal","",""
"11/30/2009","Customer Withdrawal View","Customer Withdrawal   view","400.00","debit","Uncategorized","Personal","",""
"11/30/2009","Realbird Ca","Visa (Non-pin) Return Paypal *realbird4029357733 Ca","11.95","credit","Income","CD","",""
"11/30/2009","Tradebit De","Visa Purchase (Non-pin) Paypal *tradebit402-935-7733de","9.75","debit","Uncategorized","CD","",""
"11/30/2009","Deposit View","Deposit   view","6064.00","credit","Income","CD","",""
"11/30/2009","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","2005.10","credit","Income","CD","",""
"11/27/2009","Chase Home Finance","Web Authorized Pmt Chase Home Finan","903.90","debit","Mortgage & Rent","Personal","",""
"11/27/2009","O'Reilly Auto Parts","Purchase With Pin Oreilly Auto Parseattle Wa","21.90","debit","Service & Parts","Personal","",""
"11/27/2009","Safeway","Purchase With Pin Safeway Store 0seattle Wa","18.12","debit","Groceries","Personal","",""
"11/27/2009","Mr Gyros","Visa Purchase (Non-pin) Mr Gyros Seattle Wa","4.00","debit","Restaurants","Personal","",""
"11/27/2009","Union 76","Visa Purchase (Non-pin) Union 76 00seattle Wa","20.00","debit","Gas & Fuel","Personal","",""
"11/27/2009","Safeway","Purchase With Pin Safeway Store 0seattle Wa","8.92","debit","Groceries","Personal","",""
"11/27/2009","iTunes","Visa Purchase (Non-pin) Apl*itunes 866-712-7753ca","16.40","debit","Music","Personal","",""
"11/25/2009","Safeway","Purchase With Pin Safeway Store Shoreline Wa","52.86","debit","Groceries","Personal","",""
"11/25/2009","Swedish Health Services","Visa Purchase (Non-pin) Swedish Health S800-916-2126wa","200.00","debit","Doctor","Personal","",""
"11/25/2009","Check 5048","Check   view-5048","715.00","debit","Check","CD","",""
"11/25/2009","Line Advance","Credit Line Advance 000003000632369","500.00","credit","Income","CD","",""
"11/25/2009","Wtr Ds","Web Authorized Pmt Shoreline Wtr Ds","74.12","debit","Uncategorized","Personal","",""
"11/25/2009","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","38.15","credit","Income","CD","",""
"11/24/2009","Safeway","Purchase With Pin Safeway Store 0seattle Wa","75.91","debit","Groceries","Personal","",""
"11/24/2009","Realbird Ca","Visa Purchase (Non-pin) Paypal *realbird402-935-7733ca","11.95","debit","Web Services","CD","",""
"11/24/2009","Reversed ATM Deposit","Reversed Atm Deposit Us Bank Aurora Seattle Wa 1","6064.00","debit","Cash & ATM","CD","",""
"11/23/2009","Party Central","Visa Purchase (Non-pin) Party Central Shoreline Wa","14.18","debit","Music","Personal","",""
"11/23/2009","Th Ave","Purchase With Pin 17230 15th Ave. Shoreline Wa","46.93","debit","Uncategorized","Personal","",""
"11/23/2009","Party Central","Visa Purchase (Non-pin) Party Central Shoreline Wa","37.69","debit","Music","Personal","",""
"11/23/2009","Ccf Childfund In","Visa Purchase (Non-pin) Ccf*childfund In800-776-6767va","24.00","debit","Kids","Personal","",""
"11/23/2009","Top Ten Toys","Visa Purchase (Non-pin) Top Ten Toys Seattle Wa","111.99","debit","Hobbies","Personal","",""
"11/23/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","6064.00","credit","Income","CD","",""
"11/23/2009","Skype","Visa Purchase (Non-pin) Www.skype.com Internet","3.00","debit","Home Phone","CD","",""
"11/23/2009","Www Cleverbridgekoeln","Visa Purchase (Non-pin) Www.cleverbridgekoeln","88.74","debit","Uncategorized","CD","",""
"11/20/2009","Laughing Ladies","Visa Purchase (Non-pin) Laughing Ladies Shoreline Wa","4.06","debit","Uncategorized","Personal","",""
"11/19/2009","Polyclinic","Visa Purchase (Non-pin) Polyclinic Northseattle Wa","20.00","debit","Health & Fitness","Personal","",""
"11/19/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","57.99","debit","Shopping","Personal","",""
"11/19/2009","Walgreen","Visa Purchase (Non-pin) Walgreens #4759 Shoreline Wa","9.19","debit","Hospital Bills","Personal","",""
"11/19/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","34.48","debit","Shopping","Personal","",""
"11/19/2009","Shoeboxed Nc","Visa Purchase (Non-pin) Shoeboxed Inc 704-3404768 Nc","19.95","debit","Clothing","CD","",""
"11/18/2009","Action Auto Parts","Visa Purchase (Non-pin) Action Auto Partshoreline Wa","33.92","debit","Service & Parts","Personal","",""
"11/18/2009","Google","Visa Purchase (Non-pin) Google*adws40643cc@google.coca","21.02","debit","Advertising","CD","",""
"11/18/2009","GoDaddy.com","Godaddy.com 480-5058855 Az","29.99","debit","Business Services","CD Credit","",""
"11/17/2009","Finance Charge Interest","***finance Charge***interest","14.06","debit","Finance Charge","Premier Line Plus","",""
"11/17/2009","Walgreen","Visa Purchase (Non-pin) Walgreens #4759 Shoreline Wa","24.99","debit","Hospital Bills","Personal","",""
"11/17/2009","Polyclinic","Visa Purchase (Non-pin) Polyclinic Northseattle Wa","20.00","debit","Health & Fitness","Personal","",""
"11/17/2009","Check 5505","Check   view-5505","50.00","debit","Check","Personal","",""
"11/17/2009","Transfer from CD","Internet Banking Transfer Deposit 000153559713075","4000.00","credit","Transfer","Personal","",""
"11/17/2009","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","1564.96","credit","Income","CD","",""
"11/17/2009","Transfer to Personal","Internet Banking Transfer Withdrawal 000153556271499","4000.00","debit","Transfer","CD","",""
"11/16/2009","Broadview Brinks Draft","Broadview/brinks Draft 800-445-0872 Tx","36.99","debit","Brinks","Personal CC1","",""
"11/16/2009","24 Hour Fitness","24hr Fitness Dues 800-432-6348 Ca","22.98","debit","Gym","Personal CC1","",""
"11/16/2009","24 Hour Fitness","24hr Fitness Dues 800-432-6348 Ca","17.51","debit","Gym","Personal CC1","",""
"11/16/2009","Glaic","Electronic Withdrawal Glaic","18.55","debit","Life Insurance","Personal","",""
"11/16/2009","ATM Withdrawal","Atm Withdrawal Us Bank Westminsseattle Waus1","800.00","debit","Cash & ATM","Personal","",""
"11/16/2009","Th Ave","Purchase With Pin 17230 15th Ave. Shoreline Wa","45.85","debit","Uncategorized","Personal","",""
"11/16/2009","Th Ave","Purchase With Pin 17230 15th Ave. Shoreline Wa","49.79","debit","Uncategorized","Personal","",""
"11/16/2009","North Pacific In","Electronic Withdrawal North Pacific In","123.99","debit","Uncategorized","Personal","",""
"11/16/2009","Safeway","Purchase With Pin Safeway Store Shoreline Wa","6.56","debit","Groceries","Personal","",""
"11/16/2009","Ram Restaurant","Visa Purchase (Non-pin) Ram Restaurant Bseattle Wa","43.24","debit","Restaurants","Personal","",""
"11/16/2009","Tic TAC","Visa Purchase (Non-pin) Pho Tic Tac Seattle Wa","14.00","debit","Restaurants","Personal","",""
"11/16/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","1098.00","credit","Income","CD","",""
"11/16/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","1620.00","credit","Income","CD","",""
"11/15/2009","Purchase Finance Charge","PURCHASE *FINANCE CHARGE*","80.04","debit","Finance Charge","Chase CARD","",""
"11/13/2009","Glaic","Electronic Withdrawal Glaic","12.08","debit","Life Insurance","Personal","",""
"11/12/2009","Finance Charge Interest","***finance Charge***interest","57.96","debit","Finance Charge","CD Credit","",""
"11/12/2009","Hollywood Video","Visa Purchase (Non-pin) Hollywood Vid 877-5676623 Wa","2.18","debit","Movies & DVDs","Personal","",""
"11/12/2009","Top Food & Drug","Purchase With Pin Top Food And Druwoodinville Wa","44.43","debit","Groceries","Personal","",""
"11/12/2009","Walgreen","Visa Purchase (Non-pin) Walgreens #3788 Shoreline Wa","19.89","debit","Hospital Bills","Personal","",""
"11/12/2009","Custominkcom","Visa Purchase (Non-pin) Customink.com Ts800-2934232 Va","205.06","debit","Printing","Personal","",""
"11/12/2009","Richmond","Visa Purchase (Non-pin) Richmond Pediatrshoreline Wa","40.00","debit","Hospital Bills","Personal","",""
"11/12/2009","Line Advance","Credit Line Advance 000003000632369","100.00","credit","Income","CD","",""
"11/12/2009","Kwanjai Thai","Visa Purchase (Non-pin) Kwanjai Thai Cuiseattle Wa","10.00","debit","Restaurants","CD","",""
"11/12/2009","Station","Visa Purchase (Non-pin) Station A894 Seattle Wa","2.39","debit","Business Services","CD","",""
"11/12/2009","Transfer to Chase CARD","Electronic Withdrawal Chase","204.00","debit","Credit Card Payment","Personal","",""
"11/10/2009","Check 1630","Check   view-1630","50.00","debit","Collin","Personal","",""
"11/10/2009","Seattle Park","Visa Purchase (Non-pin) Seattle 684-parkseattle Wa","2.00","debit","Parking","CD","",""
"11/10/2009","Media Temple","Visa Purchase (Non-pin) Media Temple 877-578-4000ca","15.00","debit","Business Services","CD","",""
"11/10/2009","Codero Ks","Visa Purchase (Non-pin) Codero 913-8907700 Ks","129.98","debit","Business Services","CD","",""
"11/10/2009","Media Temple","Visa Purchase (Non-pin) Media Temple 877-578-4000ca","15.00","debit","Business Services","CD","",""
"11/10/2009","Caroline","Visa Purchase (Non-pin) Caroline, The Seattle Wa","6.00","debit","Uncategorized","CD","",""
"11/09/2009","Check 1631","Check   view-1631","125.00","debit","Check","Personal","",""
"11/09/2009","AT&T Wireless","Visa Purchase (Non-pin) Attm*29800853984800-331-0500ga","263.73","debit","Cell Phone","Personal","",""
"11/09/2009","Kwanjai Thai","Visa Purchase (Non-pin) Kwanjai Thai Cuiseattle Wa","10.00","debit","Restaurants","CD","",""
"11/09/2009","Target","Visa Purchase (Non-pin) Target 00seattle Wa","99.61","debit","Shopping","CD","",""
"11/09/2009","Line Advance","Credit Line Advance 000003000632369","100.00","credit","Income","CD","",""
"11/09/2009","Istock Internat Il","Visa Purchase (Non-pin) Istock *internat403-265-3062il","36.00","debit","Business Services","CD","",""
"11/09/2009","Fremont Coffee","Visa Purchase (Non-pin) Fremont Coffee Seattle Wa","7.61","debit","Restaurants","CD","",""
"11/09/2009","J Efax Plus","Visa Purchase (Non-pin) J2 *efax Plus Se323-817-3205ca","16.95","debit","Business Services","CD","",""
"11/09/2009","Transfer from Personal","AUTOMATIC PAYMENT - THANK","204.00","credit","Credit Card Payment","Chase CARD","",""
"11/06/2009","Transfer from CD","Internet Banking Transfer Deposit 000153559713075","265.00","credit","Transfer","Personal","",""
"11/06/2009","Internet Banking Advance","Internet Banking Advance From Credit Line 3000632369","300.00","credit","Coyne Design","CD","",""
"11/06/2009","Ndsite Freshboo","Visa Purchase (Non-pin) 2ndsite Freshboo416-481-6946on","34.68","debit","Business Services","CD","",""
"11/06/2009","Transfer to Personal","Internet Banking Transfer Withdrawal 000153556271499","265.00","debit","Transfer","CD","",""
"11/05/2009","Transfer from CD","Internet Payment Thank You","119.00","credit","Credit Card Payment","CD Credit","",""
"11/05/2009","Toys ""R"" Us","Purchase With Pin Cns Toys R Us Lynnwood Wa","48.13","debit","Toys","Personal","",""
"11/05/2009","Laredos Grill","Visa Purchase (Non-pin) Laredos Grill Seattle Wa","29.00","debit","Restaurants","Personal","",""
"11/05/2009","Richmond","Visa Purchase (Non-pin) Richmond Pediatrshoreline Wa","20.00","debit","Hospital Bills","Personal","",""
"11/05/2009","Union 76","Visa Purchase (Non-pin) Union 76 00seattle Wa","54.20","debit","Gas & Fuel","Personal","",""
"11/05/2009","Transfer to CD Credit","Internet Banking Payment To Credit Card 5541","119.00","debit","Credit Card Payment","CD","",""
"11/04/2009","Richmond","Visa Purchase (Non-pin) Richmond Pediatrshoreline Wa","20.00","debit","Hospital Bills","Personal","",""
"11/04/2009","Target","Purchase With Pin Target T1284 Seaseattle Wa","27.36","debit","Shopping","Personal","",""
"11/04/2009","Istock Internat Il","Visa Purchase (Non-pin) Istock *internat403-265-3062il","18.00","debit","Business Services","CD","",""
"11/04/2009","ATM Deposit","Atm Deposit Us Bank Westminsseattle Waus1","220.00","credit","Income","CD","",""
"11/04/2009","Kwanjai Thai","Visa Purchase (Non-pin) Kwanjai Thai Cuiseattle Wa","10.00","debit","Restaurants","CD","",""
"11/03/2009","Transfer from CD","Internet Banking Transfer Deposit 000153559713075","1500.00","credit","Coyne Design","Personal","",""
"11/03/2009","Check 1628","Check   view-1628","160.00","debit","Check","Personal","",""
"11/03/2009","Walgreen","Visa Purchase (Non-pin) Walgreens #4759 Shoreline Wa","4.50","debit","Hospital Bills","Personal","",""
"11/03/2009","Bkcd Processing","Electronic Withdrawal Bkcd Processing","12.97","debit","Business Services","CD","",""
"11/03/2009","Transfer to Personal","Internet Banking Transfer Withdrawal 000153556271499","1500.00","debit","Transfer","CD","",""
"11/03/2009","Internet Banking Line","Internet Banking Payment To Credit Line 3000632369","1500.00","debit","Transfer","CD","",""
"11/03/2009","Media Temple","Visa Purchase (Non-pin) Media Temple 877-578-4000ca","119.00","debit","Business Services","CD","",""
"11/03/2009","Payment Gateway","Electronic Withdrawal Authnet Gateway","51.50","debit","Business Services","CD","",""
"11/03/2009","Pasta & Co","Visa Purchase (Non-pin) Pasta & Co Seattle Wa","2.48","debit","Food & Dining","CD","",""
"11/03/2009","Electronic Deposit Bkcd","Electronic Deposit Bkcd Processing","37.56","credit","Income","CD","",""
"11/03/2009","Tic TAC","Visa Purchase (Non-pin) Pho Tic Tac Seattle Wa","15.00","debit","Restaurants","CD","",""
"11/03/2009","Interbay Golf Ctr","Visa Purchase (Non-pin) Interbay Golf/72seattle Wa","13.00","debit","Entertainment","CD","",""
"11/03/2009","Hp Home","Visa Purchase (Non-pin) Hp Home Store 888-999-4747co","16.41","debit","Office Supplies","CD","",""
"11/03/2009","Amazon","AMZN PMTS","11.04","debit","Shopping","Old Providian Card","",""
"11/02/2009","ATM Withdrawal","Atm Withdrawal Us Bank Ballard Seattle Waus1","800.00","debit","Cash & ATM","Personal","",""
"11/02/2009","Chevron","Purchase With Pin Chevron/salmon Sseattle Wa","56.56","debit","Gas & Fuel","Personal","",""
"11/02/2009","Internet Banking Advance","Internet Banking Advance From Credit Line 3000632369","2000.00","credit","Coyne Design","Personal","",""
"11/02/2009","Friar Tuck Resta","Visa Purchase (Non-pin) Friar Tuck Restaedmonds Wa","5.50","debit","Uncategorized","CD","",""
"11/02/2009","Tacoma Dome Conc","Visa Purchase (Non-pin) Tacoma Dome Conctacoma Wa","16.50","debit","Entertainment","CD","",""
"11/02/2009","Friar Tuck Resta","Visa Purchase (Non-pin) Friar Tuck Restaedmonds Wa","20.43","debit","Uncategorized","CD","",""
"11/02/2009","Java Jahn","Visa Purchase (Non-pin) Java Jahn Seattle Wa","9.00","debit","Food & Dining","CD","",""
"11/02/2009","Robin Hood Lanes","Visa Purchase (Non-pin) Robin Hood Lanesedmonds Wa","15.00","debit","Amusement","CD","",""
"11/02/2009","Mr Gyros","Visa Purchase (Non-pin) Mr Gyros 206-7849806 Wa","20.00","debit","Restaurants","CD","",""
"11/02/2009","Fremont Coffee","Visa Purchase (Non-pin) Fremont Coffee Seattle Wa","6.45","debit","Restaurants","CD","",""
